22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 41.00
22.00, 41.00
22.00, 41.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 39.00
22.00, 40.00
22.00, 40.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 40.00
22.00, 40.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 40.00
22.00, 41.00
22.00, 42.00
22.00, 44.00
22.00, 48.00
22.00, 52.00
22.00, 55.00
22.00, 58.00
22.00, 60.00
22.00, 61.00
22.00, 58.00
22.00, 55.00
22.00, 53.00
22.00, 51.00
22.00, 50.00
22.00, 49.00
22.00, 48.00
22.00, 47.00
22.00, 46.00
22.00, 45.00
22.00, 45.00
22.00, 44.00
22.00, 44.00
22.00, 43.00
22.00, 43.00
22.00, 42.00
22.00, 42.00
22.00, 42.00
22.00, 41.00
22.00, 41.00
22.00, 41.00
22.00, 41.00
22.00, 41.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 40.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 39.00
22.00, 40.00
22.00, 41.00
22.00, 47.00
22.00, 52.00
22.00, 57.00
22.00, 62.00
22.00, 66.00
22.00, 70.00
22.00, 73.00
23.00, 75.00
23.00, 73.00
23.00, 70.00
23.00, 67.00
23.00, 64.00
23.00, 61.00
23.00, 72.00
23.00, 95.00
23.00, 95.00
24.00, 95.00
24.00, 95.00
24.00, 95.00
24.00, 95.00
24.00, 95.00
25.00, 95.00
25.00, 95.00
25.00, 95.00
25.00, 95.00
